MeanLength,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
23,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513,9.137853513
24,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852,10.42299852
25,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541,11.82645541
26,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225,13.35383225
27,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193,15.01077193
28,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099,16.80295099
29,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868,18.73607868
30,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959,20.8158959
31,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432,23.04817432
32,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558,25.43871558
33,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041,27.99335041
34,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791,30.71793791
35,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484,33.61836484
36,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493,36.70054493
37,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824,39.97041824
38,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056,43.43395056
39,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282,47.09713282
40,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053,50.96598053
41,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329,55.04653329
42,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426,59.34485426
43,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966,63.86702966
44,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836,68.61916836
45,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143,73.60740143
46,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168,78.83788168
47,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329,84.31678329
48,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143,90.05030143
49,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185,96.04465185
50,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706,102.3060706
51,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135,108.8408135
52,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561,115.6551561
53,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393,122.755393
54,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381,130.1478381
55,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234,137.8388234
56,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998,145.8346998
57,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358,154.1418358
58,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181,162.7666181
59,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506,171.7154506
60,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548,180.9947548
61,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689,190.6109689
62,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482,200.5705482
63,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645,210.8799645
64,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058,221.5457058
65,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764,232.5742764
66,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964,243.9721964
67,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018,255.7460018
68,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439,267.9022439
69,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895,280.4474895
70,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204,293.3883204
71,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334,306.7313334
72,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402,320.4831402
73,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668,334.6503668
74,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539,349.2396539
75,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563,364.2576563
76,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431,379.7110431
77,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971,395.6064971
78,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151,411.9507151
79,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073,428.7504073
80,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977,446.0122977
81,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234,463.7431234
82,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348,481.9496348
83,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954,500.6385954
84,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816,519.8167816
85,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826,539.4909826
86,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003,559.6680003
87,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492,580.3546492
88,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562,601.5577562
89,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604,623.2841604
90,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134,645.5407134
91,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785,668.3342785
92,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313,691.6717313
93,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959,715.559959
94,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607,740.0058607
95,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471,765.0163471
96,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406,790.5983406
